participant_id,session_id,age,gender,education,employment,condition,interest,load,created_at,assigned_category,selected_product,PAAS_Score,PIES_AC,NRQ_ICL_Score,NRQ_ECL_Score,NRQ_Score,PIES_Score,ECM_CI_Score,ECM_S_Score,ECM_PU_Score,ECM_Score,total_hovertime_ms,n_hovers,mean_hovertime_ms,median_hovertime_ms,sd_hovertime_ms,total_hovertime_s,mean_hovertime_s,median_hovertime_s,sd_hovertime_s,submovements,trial_duration_ms,submovements_per_s,mean_submovement_deviation,total_distance_norm,max_velocity_norm_s,min_velocity_norm_s,mean_velocity_norm_s,std_velocity_norm_s,n_steps
2b5fd31a-dc2d-4c05-95ff-75759c2649bf,920d0d1c-6367-43f8-9577-804bd4579f92,26,Female,Bachelor's Degree,Working-Student / Temporary,LILL,Low,Low,2026-01-04T15:33:07Z,Detergent,Weißer Riese,2,5,3.5,3.3333333333333335,3.4,2.4545454545454546,6,5.25,4.75,5.2727272727272725,17766,12,1480.5,250,1966.187473721207,17.766,1.4805,0.25,1.966187473721207,12,22556,0.5320092214931725,1.2219216318540986,28.54413401313708,58.45113171166795,0,1.2813648523504155,5.033252771345449,556
2c25fe81-e77f-42e9-a479-03b5afe3458f,642f7c04-6ed4-411a-8c12-c44d1ef19caa,28,Male,Bachelor's Degree,Self-employed,LILL,Low,Low,2025-12-23T10:13:59Z,Detergent,Denk mit – Ultra Sensitive,2,5,2.5,2.3333333333333335,2.4,2.3636363636363638,4,4.75,4,4.2727272727272725,26736,7,3819.428571428571,1032,6468.104097728145,26.736,3.8194285714285714,1.032,6.468104097728145,15,29044,0.5164577881834458,1.891881401484872,19.872829461398435,58.88233777457357,0,0.6405858814797595,3.322301389296294,715
2dc94996-ea7a-44cc-be3b-0bbd7ec42803,9312cfcb-5ccd-4fea-9a80-f14027732f7a,26,Male,Master's Degree,Full-Time,HILL,High,Low,2025-12-03T10:32:23Z,Water Bottle,Spottle Glass Bottle,4,5,3.5,2.6666666666666665,3,2.727272727272727,5.333333333333333,5,5,5.090909090909091,58022,19,3053.7894736842104,2866,3166.7519212900384,58.022,3.0537894736842106,2.866,3.1667519212900386,20,60474,0.33072064027515957,1.3994734796387889,44.76875381556477,84.52558354471037,0,0.7608563279234344,4.694921657362705,1506
2f307df5-73a6-4ad9-95a1-c6498d36592c,04468f7b-130a-4ac3-8bec-d18daf1a4875,27,Male,Master's Degree,Full-Time,LIHL,Low,High,2025-12-31T20:07:11Z,Detergent,Denk mit – Ultra Sensitive,4,5,2,1.6666666666666667,1.8,3,6,5,5,5.2727272727272725,14131,10,1413.1,909.5,1899.2902446264848,14.131,1.4130999999999998,0.9095,1.8992902446264848,4,25694,0.15567836849069822,1,9.182390883488628,72.39191861785763,0,0.35232549636422666,4.830945708925578,417
302cd5a0-6497-4343-9fd1-2ec4452aa871,d287f848-c1dd-41a4-8cb1-dc6e4da4cd23,25,Male,PhD,Full-Time,LIHL,Low,High,2025-12-05T05:36:48Z,Detergent,Weißer Riese,3,5,2,3.6666666666666665,3,2.727272727272727,4.666666666666667,4,2.5,3.6363636363636362,52533,24,2188.875,1685.5,1897.4560386154565,52.533,2.188875,1.6855,1.8974560386154564,36,55421,0.6495732664513452,1.520476729654842,53.09474274248864,47.88252621512912,0,0.9756166657243124,3.7637522461966166,1380
323f6fc6-61e4-4046-aef4-847a1bec0563,85ce805e-978b-45cc-a342-8710ede12f4b,25,Female,Master's Degree,Prefer not to say,LILL,Low,Low,2025-12-18T16:12:31Z,Smartwatch,Apple Watch Series 11,4,5,5,3,3.8,3.1818181818181817,4,3.75,4.25,4,55988,14,3999.142857142858,2175,4816.837198142221,55.988,3.9991428571428576,2.175,4.8168371981422204,17,60558,0.28072261303213447,1.3712142844823298,37.43996602956358,58.375877471060114,0,0.599689560385852,3.146836825257207,1488
35e66184-3e42-45f7-bf6a-5d675bcac6da,53052eb5-5f4d-4d76-bf12-47e14aab1366,25,Female,Bachelor's Degree,Working-Student / Temporary,HILL,High,Low,2025-11-28T11:25:37Z,Backpack,Kapten & Son Helsinki Pro,4,5,3,2,2.4,4.2727272727272725,6,5.25,6.25,5.818181818181818,50908,23,2213.391304347826,2250,2056.6099585821153,50.908,2.213391304347826,2.25,2.0566099585821154,30,58765,0.5105079554156385,2.1041348136083244,50.398837458763175,51.194967615102925,0,0.863256183860293,2.919489099892117,1465
3f225600-a051-470e-933a-a9a60cdc22da,df45b8aa-57e9-49f5-b485-0eb662b39a4c,32,Female,Bachelor's Degree,Full-Time,LILL,Low,Low,2026-01-05T13:43:51Z,Water Bottle,720° DGREE noLimit Bottle,5,5,3,1,1.8,3.1818181818181817,6.333333333333333,7,7,6.818181818181818,61975,21,2951.190476190476,2199,3975.930578104296,61.975,2.9511904761904764,2.199,3.975930578104296,40,83757,0.477572023830844,1.8149462182370495,57.131648923141064,42.997939118540586,0,0.6630217410581266,2.9588153343585257,2093
41d30187-dfd3-43cd-8504-1e8c11db983d,cc9146a3-2aa3-4309-a7b5-b9c29b926428,25,Female,Master's Degree,Working-Student / Temporary,LIHL,Low,High,2025-12-02T17:50:34Z,Detergent,Ecover Eco,4,5,2,1.6666666666666667,1.8,2.8181818181818183,5,5.25,5,5.090909090909091,16350,15,1090,1067,710.1856900034767,16.35,1.09,1.067,0.7101856900034766,10,29521,0.33874191253683816,2.660805198701921,20.07564894564178,63.08141156544763,0,0.6891757140200988,3.468590444242056,715
43cddaa8-35f1-4dc3-bcdf-fd80d1b7c5a8,71e42c2f-760b-4add-81a3-bf47eb6d03de,66,Female,Secondary School (Real- oder Hauptschulabschulabschluss),Retired,LILL,Low,Low,2026-01-04T11:00:13Z,Smartwatch,Withings ScanWatch 2,3,5,6,4.666666666666667,5.2,3.909090909090909,6.333333333333333,4.25,7,5.818181818181818,73790,26,2838.076923076923,693,6010.389331303435,73.79,2.838076923076923,0.693,6.010389331303435,34,90004,0.37776098840051553,1.6697157627454542,64.26689891113969,49.481329196257455,0,0.6806674071203606,2.519904645100085,1760
44c59528-60b4-4714-bbce-2bf537e97e56,b706e323-787a-4ef8-b369-55482871961f,66,Male,Master's Degree,Retired,HILL,High,Low,2025-12-05T14:22:15Z,Detergent,Ariel All-in-1 Pods,3,5,2,1.3333333333333333,1.6,2.909090909090909,6,4.25,4.25,4.7272727272727275,50862,28,1816.5,1034,2896.8930802703985,50.862,1.8165,1.034,2.8968930802703987,23,54028,0.42570518990153255,1.8261985533553131,56.0152778548714,45.024318163481105,0,1.0389619919351694,4.009849472545134,1128
458e3744-4439-4fdc-826c-5dc2212959b0,e69f5a0e-b81e-4f0c-930a-24b5dd6f8ca6,23,Female,Master's Degree,Working-Student / Temporary,HIHL,High,High,2025-12-16T11:11:18Z,Smartwatch,Apple Watch Series 11,1,5,1,1,1,4.545454545454546,6.333333333333333,4.75,6,5.636363636363637,11484,5,2296.8,384,3237.985901760537,11.484,2.2968,0.384,3.237985901760537,7,17419,0.4018600378896607,1.2114389505599157,17.78785653155495,53.7584250253113,0,1.063619018143274,5.017048847842115,421
4a16ecf4-0324-4baf-a38f-1ea98ce73fc3,9c0b75f0-c77e-4df0-a953-cce5d9635dfa,26,Female,Master's Degree,Working-Student / Temporary,HILL,High,Low,2025-12-12T10:00:26Z,Smartwatch,Apple Watch Series 11,5,5,4,3.6666666666666665,3.8,3.090909090909091,4.333333333333333,4.25,5,4.545454545454546,9191,4,2297.75,1178.5,3188.139203882624,9.191,2.29775,1.1785,3.1881392038826237,3,13560,0.22123893805309733,1.0484757602189716,6.391757395062584,102.9595215084996,0,0.48800265816060134,6.3572220990049,322
4aa8ea4c-b876-4599-a707-1bad68e2ac47,b82be074-d42b-469c-8162-8ecd69a43c18,27,Female,Bachelor's Degree,Full-Time,HIHL,High,High,2025-12-12T08:25:00Z,Detergent,Denk mit – Ultra Sensitive,4,5,3,1,1.8,3.727272727272727,6.666666666666667,5.25,4.25,5.2727272727272725,71497,19,3763,1000,5783.4212193130115,71.497,3.763,1,5.783421219313012,26,83531,0.3112616872777771,1.7475071306350336,58.34493290435843,71.20295561086702,0,0.7136526005547178,4.17579958448384,2087
4b7264c1-03ae-4401-ae7b-3d5418e244fa,137c7932-d0e4-435d-862d-268edffea572,25,Female,Master's Degree,Full-Time,HIHL,High,High,2025-12-07T13:05:40Z,Smartwatch,Garmin Venu 4,6,5,4.5,1.6666666666666667,2.8,4.454545454545454,7,6,7,6.636363636363637,28246,10,2824.6,1916.5,2261.9601725543757,28.246,2.8246000000000002,1.9165,2.261960172554376,17,47368,0.3588920790407026,1.3521250477061446,32.443538436195745,51.15010720776486,0,0.6867574324167625,3.3497894875749266,1158
4b735901-9e3e-43de-8dd8-54e74dcf0910,d2fb7dee-0c44-44be-bb88-8c362e290690,29,Female,Master's Degree,Full-Time,LIHL,Low,High,2025-12-04T12:28:00Z,Water Bottle,24 Bottles - Clima Bottle,7,5,6.5,6,6.2,3.6363636363636362,4.333333333333333,5,5,4.818181818181818,30810,10,3081,1602.5,3018.122852959362,30.81,3.081,1.6025,3.0181228529593613,14,42049,0.332944897619444,1.486855960988798,37.578278718719794,130.02180615587898,0,0.8860544182278864,6.224716765592375,1051
4b8b5d28-8ca9-4b2d-be09-796cd60ff22f,50cc759c-ea1f-4b6b-bfc0-7c322203f591,26,Male,Bachelor's Degree,Working-Student / Temporary,LIHL,Low,High,2025-11-30T13:35:58Z,Detergent,Denk mit – Ultra Sensitive,2,5,2,4.333333333333333,3.4,1.5454545454545454,6,4,4.25,4.636363636363637,1736,3,578.6666666666666,638,496.6652125258355,1.736,0.5786666666666667,0.638,0.4966652125258355,2,3361,0.5950609937518595,1.144928521354008,7.260351213153186,62.05396397043822,0,2.0852783180067043,7.875028975174326,75
50af3813-4730-4b8e-b200-16ba76811d68,d0570796-c809-422d-ac86-8ad5a2f76898,23,Female,A-Levels (Allgemeine Hochschulreife),Full-Time,HIHL,High,High,2025-12-06T13:13:34Z,Electric Toothbrush,Oral-B Pro Series 3 (3500),2,1,1.5,2.6666666666666665,2.2,4.181818181818182,5.666666666666667,5,6,5.545454545454546,14340,4,3585,1332,5215.252758336199,14.34,3.585,1.332,5.215252758336199,7,16479,0.42478305722434617,1.2148040694929378,16.434624733928395,53.84667076062885,0,1.0228939898164622,4.928817299016151,403
50cb55ec-c55f-4275-b3f8-a119e6ae6ef1,f11400ce-ba5d-44fc-a2b3-927c243770f4,25,Female,Bachelor's Degree,Working-Student / Temporary,HILL,High,Low,2025-12-22T18:24:19Z,Speaker,JBL Charge 5,3,5,4.5,3.6666666666666665,4,4,6,5,5,5.2727272727272725,122914,32,3841.0625,1114,6312.527631047799,122.914,3.8410625,1.114,6.312527631047799,37,142098,0.2603836788695126,1.888648490936942,80.78739454655708,151.55819663907707,0,0.6055319846255309,4.126514090287171,3276
51381787-c3a4-4a69-a44d-0750124ee2ad,05764de8-c886-4fe9-bcaf-313de86f3c97,29,Female,Master's Degree,Full-Time,HIHL,High,High,2025-11-29T11:38:09Z,Backpack,Kapten & Son Helsinki Pro,6,5,3.5,3,3.2,4.454545454545454,6.333333333333333,5.25,6,5.818181818181818,237638,108,2200.3518518518517,782,3424.738883053616,237.638,2.2003518518518517,0.782,3.424738883053616,127,312600,0.4062699936020473,2.42203809770728,276.6903793750176,105.27172966513672,0,0.8981282110856905,4.0332971116065295,7808
51c72b18-d63d-4293-a20a-58955ea921f9,ec042234-bf98-4ffb-b267-e13342adcbef,30,Male,Bachelor's Degree,Working-Student / Temporary,HIHL,High,High,2025-12-02T14:45:09Z,Speaker,B&O Beosound Explore,5,5,1,2,1.6,4.181818181818182,6,7,6,6.363636363636363,1070,3,356.6666666666667,179,377.29873221803086,1.07,0.3566666666666667,0.179,0.3772987322180309,4,19630,0.20376974019358127,2.286010080904609,9.422587502553087,50.261463048926544,0,0.4877413674181089,3.086624112400584,474
51eeb71d-7fb3-47dc-ae2a-00e20701fa68,00401c88-df99-482c-b197-8caff443ec06,25,Male,Bachelor's Degree,Working-Student / Temporary,HILL,High,Low,2025-12-02T20:45:20Z,Speaker,Sonos Era 100,6,5,4.5,5.333333333333333,5,5,5.666666666666667,7,5,5.909090909090909,51758,28,1848.5,1023,2363.4339972292987,51.758,1.8485,1.023,2.363433997229299,12,108204,0.11090163025396474,6.1038388662118255,15.46089321812662,138.81677140012914,0,0.14421684935907425,3.5033319152780784,2642
5dea9317-cab2-4546-bc93-eb063052932c,dfe62a65-7ec0-490d-b104-d9fc629f9eb7,59,Female,Master's Degree,Part-Time,HILL,High,Low,2025-12-13T07:02:21Z,Backpack,Kapten & Son Helsinki Pro,5,5,4.5,4,4.2,4.818181818181818,5.333333333333333,5.5,6.25,5.7272727272727275,1369,14,97.78571428571428,86.5,37.91727548518987,1.369,0.0977857142857143,0.0865,0.03791727548518987,9,61466,0.14642241239058992,1,18.356402291382988,124.21691792359648,0,0.29297295309429455,4.838705504745024,1527
5e38168c-c307-4cd5-a939-b94dca4a69e1,b9a10a5d-2ff2-4928-8404-1701a2f65e95,31,Male,Master's Degree,Full-Time,HIHL,High,High,2025-12-19T18:32:47Z,Speaker,JBL Charge 5,3,5,3,1.6666666666666667,2.2,4.363636363636363,7,7,4.75,6.181818181818182,72151,15,4810.066666666667,600,9958.62188161356,72.151,4.810066666666667,0.6,9.958621881613558,29,75706,0.3830607877843235,3.05519055614891,48.17136805530222,55.70023148148149,0,0.6338273003261147,2.896010613362186,1884
65b68a45-2b10-49f3-8a4a-8315ef68f969,eb6f509a-020e-42f6-9644-a8208e915f89,28,Female,Bachelor's Degree,Full-Time,HILL,High,Low,2025-12-06T19:22:33Z,Smartwatch,Apple Watch Series 11,4,5,2.5,2.6666666666666665,2.6,4.545454545454546,6,6.25,6.25,6.181818181818182,32110,8,4013.75,788.5,7470.457372687622,32.11,4.01375,0.7885,7.470457372687623,9,34278,0.26255907579205323,1.6379644721561375,16.678041103100668,70.82258427142546,0,0.4958416828920874,3.359069747317439,849
676840dc-d964-41e5-ad5b-dba3ca8f0208,cc91c864-e9f4-48d1-8bcc-883c1dd1d607,26,Male,Vocational Training (Ausbildung/Berufskolleg),Working-Student / Temporary,HIHL,High,High,2025-12-28T11:37:29Z,Backpack,AEVOR Trip Pack,4,5,1,1,1,4.181818181818182,5,7,7,6.454545454545454,641,11,58.27272727272727,51,21.97767462262971,0.641,0.05827272727272727,0.051,0.02197767462262971,4,18724,0.21362956633198035,1,8.259248333442821,118.14415195111366,0,0.3836526412190537,5.7613021972273035,457
68ec06a0-df0b-4061-bbee-6731a0867c41,b46534ba-6c3e-41f1-9170-3fdecef05df6,32,Male,Bachelor's Degree,Full-Time,HIHL,High,High,2025-12-05T13:46:57Z,Backpack,The North Face Base Camp,3,5,4.5,3.3333333333333335,3.8,4.636363636363637,5.333333333333333,6,7,6.181818181818182,36645,24,1526.875,755,1829.6600851453015,36.645,1.526875,0.755,1.8296600851453015,30,48009,0.6248828344685371,2.645346653406737,47.786716401861945,54.35855963892078,0,0.9990319786059848,3.373669855189796,1199
6b42fb53-9d79-42ea-b1a9-1432d91cc505,d4592282-f7e5-4e21-8eff-a3bd95538e5e,25,Female,Bachelor's Degree,Working-Student / Temporary,LILL,Low,Low,2025-12-02T14:47:01Z,Electric Toothbrush,Oral-B Pro Series 3 (3500),2,5,2,1.3333333333333333,1.6,2.909090909090909,4.666666666666667,4,6,4.909090909090909,58155,30,1938.5,1415,2449.390659622976,58.155,1.9385,1.415,2.449390659622976,32,75998,0.4210637122029527,2.223305994827453,72.15499179416376,71.21503047564818,0,0.9319305787953271,4.247373709034206,1849
6c31c25e-c5dd-41fb-b6c9-87bea11b8a8f,41d3f1dd-6a8b-4341-904c-78898c25dfd2,23,Female,Master's Degree,Working-Student / Temporary,HILL,High,Low,2025-12-23T13:02:13Z,Backpack,DB Daypack,4,5,7,4,5.2,5.090909090909091,5.333333333333333,5.75,5.75,5.636363636363637,43605,18,2422.5,1854,2749.342429403374,43.605,2.4225,1.854,2.7493424294033737,18,47698,0.3773743133884021,2.0636549330151155,36.75747175277374,67.8452494214055,0,0.792556678025491,3.485822988989853,1191
6fde05fb-ad92-4919-a93f-50f610305a99,1dcac08d-b866-4a5c-bcaa-d724b5ac6ec3,24,Female,Bachelor's Degree,Working-Student / Temporary,LIHL,Low,High,2026-01-05T19:52:12Z,Detergent,Denk mit – Ultra Sensitive,1,5,1.5,5,3.6,3.3636363636363638,7,5.75,4,5.454545454545454,28686,8,3585.75,2934.5,4277.9335047927725,28.686,3.58575,2.9345,4.277933504792773,9,31837,0.2826899519427082,1.3684211243477609,16.585442632912955,29.129576922017097,0,0.5298699619148534,2.7997758792433083,522
702af4cc-906d-40b9-aa8d-8e99be992bde,dee8b7b7-6b35-4358-afeb-600b205c649b,21,Female,Vocational Training (Ausbildung/Berufskolleg),Full-Time,LIHL,Low,High,2026-01-05T14:00:23Z,Smartwatch,Apple Watch Series 11,3,5,4,2.6666666666666665,3.2,4,5.666666666666667,5.5,5.25,5.454545454545454,28612,16,1788.25,142,3413.931741164919,28.612,1.78825,0.142,3.413931741164919,13,49229,0.26407199008714377,1.4206960240954647,35.44329142862044,96.16225194072292,0,0.7122167408155233,3.828106159365004,1228
708db045-62f6-4722-b354-0cd16fac4d4a,a9a810bb-ba8b-436f-a0d0-c95c59589916,24,Male,Master's Degree,Working-Student / Temporary,LILL,Low,Low,2025-12-02T22:01:39Z,Detergent,Denk mit – Ultra Sensitive,3,5,3,3.3333333333333335,3.2,2.5454545454545454,5,5,2.75,4.181818181818182,30021,15,2001.4,1125,3075.962144481904,30.021,2.0014000000000003,1.125,3.075962144481904,18,32972,0.5459177483925755,1.984097134358583,37.94810115067115,59.132829967347654,0,1.139390565284643,4.5838896807325495,816
733a2e49-2496-4e7a-8429-aa233d6038e0,717ce3b4-2469-4dd0-b5d5-4c40a45c780d,25,Female,Master's Degree,Unemployed,LIHL,Low,High,2025-12-06T13:14:46Z,Electric Toothbrush,Philips Sonicare Series 5300,4,5,4,3.3333333333333335,3.6,2.909090909090909,5.666666666666667,4.75,7,5.818181818181818,15478,15,1031.8666666666666,759,886.6584031122267,15.478,1.0318666666666665,0.759,0.8866584031122267,16,35272,0.4536176003628941,1.3341900701636296,38.74489808375727,41.061481198659074,0,1.1071925671065783,4.4599990212393275,583
76df77f4-c446-4c7b-a4ea-93a0a4804064,b030c3d5-7efe-4376-9277-d447c3141bff,22,Female,Vocational Training (Ausbildung/Berufskolleg),Full-Time,HILL,High,Low,2026-01-05T13:34:28Z,Electric Toothbrush,Philips Sonicare Series 5300,4,5,1.5,1.6666666666666667,1.6,4.454545454545454,5.666666666666667,5,6.25,5.636363636363637,29645,13,2280.3846153846152,2016,2454.362698626724,29.645,2.2803846153846155,2.016,2.454362698626724,14,31876,0.4392019073911407,2.167156882902683,25.641016013490617,41.31216594242713,0,0.8148206875046528,2.785982405281563,792
7d4a763e-d896-4860-93a1-bad23bde6d35,e23978a4-497e-4324-b061-51d43e85bb39,26,Male,Master's Degree,Full-Time,HIHL,High,High,2025-12-04T12:17:09Z,Speaker,JBL Charge 5,3,5,3,3.6666666666666665,3.4,3.1818181818181817,4.333333333333333,5,2.25,3.8181818181818183,53321,24,2221.7083333333335,917.5,3008.9007161964546,53.321,2.2217083333333334,0.9175,3.0089007161964547,33,65021,0.5075283369988157,1.2862005992876426,67.10383408376076,104.34349604342935,0,1.021938785925355,5.128244141279759,1621
81fe54b8-48d6-4929-970f-a999e75bb7f1,a7105bfa-e734-47ed-8fe4-7908ee320106,27,Female,Master's Degree,Full-Time,HIHL,High,High,2025-12-12T09:47:04Z,Backpack,The North Face Base Camp,4,5,4,2,2.8,3.909090909090909,4.333333333333333,4.25,5,4.545454545454546,1682,27,62.2962962962963,48,70.17769468933011,1.682,0.0622962962962963,0.048,0.0701776946893301,10,29505,0.3389256058295204,1,11.610868146369349,85.31375431269475,0,0.3924771524743859,4.741517389117422,721
